Customer Name,State,Product,Units Sold,Unit Price,Total Sale,Sale Date,Sales Channel
Elaine Brooks,Anambra,Tablet,47.0,72579.56,3411239.32,2024-10-31,Retail
Joseph Knight,Enugu,Monitor,47.0,157889.24,7420794.279999999,2025-02-04,Retail
Carolyn Miller,Sokoto,Phone,47.0,20653.63,970720.6100000001,2025-04-25,Direct
Matthew Moore,Delta,KEYBOARD,47.0,178386.27,8384154.6899999995,2024-02-28,Direct
Lisa Allen,Anambra,Laptop,47.0,134209.1,6307827.7,2024-10-14,Direct
Briana Murray,Benue,Charger,16.0,201771.08,3228337.28,2024-03-28,Direct
David Smith,oyo,Tablet,47.0,261727.62,12301198.14,2024-08-08,Direct
Stephanie Byrd,Borno,Charger,47.0,73797.88,3468500.3600000003,2025-04-14,Direct
Jeremy Reed,Ekiti,Laptop,59.0,13748.9,811185.1,2024-08-09,Direct
Margaret Coleman,Sokoto,Monitor,47.0,131969.36,6202559.919999999,2024-08-27,Direct
Ryan Gonzalez,Kano,Phone,47.0,162158.06,7621428.82,2024-07-25,Direct
John Young,Lagos,KEYBOARD,47.0,157889.24,7420794.279999999,2025-01-11,Retail
Laura Haney,Ekiti,Monitor,47.0,226438.52,10642610.44,2024-09-20,Online
William Barrett,Katsina,Phone,47.0,232931.05,10947759.35,2024-02-28,Direct
Keith Jennings,Plateau,Camera,47.0,42470.6,1996118.2,2024-07-13,Online
Amber Obrien,rivers,Charger,55.0,298048.29,16392655.95,2025-04-04,Retail
Matthew Moore,Kano,Keyboard,47.0,70631.37,3319674.3899999997,2023-07-23,Wholesale
Tanner Mitchell DDS,Imo,Keyboard,47.0,274960.91,12923162.77,2024-04-22,Online
Heather Fields,Enugu,Phone,54.0,173045.05,9344432.7,2024-03-24,Wholesale
Megan Le,Bauchi,CAMERA,47.0,173453.71,8152324.369999999,2024-12-15,Retail
Sara Fuller,Anambra,Tablet,47.0,231875.19,10898133.93,2023-10-04,Direct
Maria Parker,Oyo,Headphones,47.0,157889.24,7420794.279999999,2024-05-29,Wholesale
Kevin Oconnor,Osun,Tablet,47.0,245605.56,11543461.32,2024-10-06,Retail
Edward Burgess,Kano,Keyboard,47.0,71452.76,3358279.7199999997,2024-03-05,Direct
Carlos Ryan,delta,Keyboard,71.0,262939.37,18668695.27,2025-03-20,Direct
Kiara Mcintyre,Osun,Laptop,47.0,295715.82,13898643.540000001,2025-06-08,Direct
Dawn Summers,Borno,Phone,47.0,156614.69,7360890.43,2025-01-24,Direct
Dr. Paul Morgan,Kaduna,CAMERA,47.0,124361.28,5844980.16,2025-05-18,Direct
Victor Taylor,Ekiti,Headphones,47.0,82908.6,3896704.2,2024-12-26,Online
Matthew Moore,Imo,Tablet,47.0,167237.08,7860142.76,2024-11-10,Direct
Shannon Ramsey,Borno,Phone,47.0,177704.3,8352102.1,2023-07-31,Online
Tracy Ballard,Katsina,Monitor,47.0,157889.24,7420794.279999999,2024-10-16,Wholesale
Richard Smith,Bauchi,Laptop,47.0,220696.03,10372713.41,2024-07-13,Direct
Jordan Chambers,lagos,Camera,47.0,52952.39,2488762.33,2024-02-02,Wholesale
Lauren Carson,Imo,Laptop,47.0,203785.66,9577926.02,2024-12-01,Direct
Ashley Hall,Borno,KEYBOARD,18.0,166977.27,3005590.86,2025-03-10,Online
Stephen Hoffman,Rivers,Laptop,47.0,14541.79,683464.13,2025-03-04,Direct
Connie Brown,Oyo,Headphones,47.0,103652.24,4871655.28,2024-10-02,Direct
Susan Turner,Anambra,Keyboard,47.0,193173.16,9079138.52,2024-10-01,Retail
Charles Shah,Rivers,Tablet,47.0,114655.81,5388823.07,2024-01-03,Direct
Johnathan Davis,Rivers,Tablet,47.0,157576.69,7406104.43,2025-01-21,Online
Brandy Chavez,Imo,Monitor,24.0,157889.24,3789341.76,2023-08-19,Retail
Matthew Moore,oyo,Keyboard,47.0,209044.37,9825085.39,2024-10-06,Wholesale
Natalie Bautista,Anambra,KEYBOARD,47.0,122773.62,5770360.14,2024-07-18,Online
Patrick Moore,Borno,Camera,47.0,90316.6,4244880.2,2023-11-20,Direct
Brett Burns,Katsina,Keyboard,26.0,55571.75,1444865.5,2024-08-21,Wholesale
Trevor Johnson,Enugu,Headphones,26.0,161609.52,4201847.52,2024-11-10,Wholesale
Jeremy Sampson,Sokoto,Monitor,47.0,72669.97,3415488.59,2025-01-21,Online
Ariana Jennings,Enugu,Camera,47.0,67990.69,3195562.43,2024-11-03,Direct
Vanessa Howard,Anambra,Headphones,47.0,257333.6,12094679.200000001,2025-03-03,Online
Colton Martinez,Bauchi,Laptop,33.0,43733.35,1443200.55,2025-04-24,Retail
Jordan Bates,cross river,TABLET,47.0,157889.24,7420794.279999999,2024-05-01,Retail
Linda Smith,Anambra,Monitor,47.0,139176.04,6541273.880000001,2023-11-02,Direct
Dana Martinez,Abuja,Charger,46.0,17758.37,816885.0199999999,2025-04-09,Wholesale
Andrea Hubbard,Kano,Tablet,47.0,124096.91,5832554.7700000005,2024-12-20,Direct
Matthew Moore,Niger,Phone,35.0,125244.11,4383543.85,2024-01-15,Direct
Daniel Kane,Anambra,Tablet,47.0,159232.55,7483929.85,2023-08-04,Retail
Charles Lester,Abuja,Tablet,47.0,116831.51,5491080.97,2024-09-27,Direct
Scott Thomas,Lagos,Keyboard,47.0,76871.2,3612946.4,2025-01-05,Retail
David Thompson,Sokoto,HEADPHONES,44.0,99413.77,4374205.88,2023-10-04,Retail
Allison Smith,oyo,Keyboard,47.0,24181.59,1136534.73,2023-12-06,Retail
Cynthia Morris,Anambra,Keyboard,47.0,157889.24,7420794.279999999,2023-07-25,Online
Anthony Harmon,Kaduna,Charger,47.0,135211.15,6354924.05,2024-06-17,Direct
Nichole Alvarez,Ekiti,Charger,47.0,111637.71,5246972.37,2024-03-10,Wholesale
Kayla Rodriguez,Imo,Monitor,55.0,160922.84,8850756.2,2024-05-31,Direct
Theresa Williams,Niger,Keyboard,47.0,248907.18,11698637.459999999,2023-11-05,Wholesale
Sharon Boyd,Imo,Charger,47.0,15935.22,748955.34,2024-05-26,Direct
Victor Brown,Lagos,CAMERA,47.0,113461.81,5332705.07,2024-12-28,Direct
Matthew Moore,Rivers,Camera,14.0,181688.35,2543636.9,2023-12-16,Retail
James Parks,kano,Monitor,47.0,12344.49,580191.03,2024-05-24,Wholesale
Theodore Jones Jr.,Oyo,Camera,47.0,22298.91,1048048.77,2024-08-03,Wholesale
Ana Hill,Imo,Monitor,47.0,157889.24,7420794.279999999,2025-03-03,Wholesale
Kimberly Nguyen,Abuja,Phone,47.0,241492.86,11350164.42,2024-10-27,Direct
Kerry Chavez DDS,Osun,Charger,47.0,176481.31,8294621.57,2025-06-24,Wholesale
Michael Farrell,Plateau,Keyboard,47.0,201599.43,9475173.209999999,2024-07-11,Direct
Patricia Le,Imo,MONITOR,58.0,65496.45,3798794.0999999996,2025-05-18,Online
Jesse Perez,Oyo,Monitor,47.0,63062.28,2963927.16,2025-04-29,Retail
Jesse Perry,Niger,Headphones,47.0,272156.33,12791347.510000002,2025-02-01,Direct
Jeffery Ortega,oyo,Keyboard,47.0,91304.81,4291326.07,2025-01-25,Online
Christian Leblanc,Abuja,Phone,8.0,272743.75,2181950.0,2023-08-28,Wholesale
Ronald Davis,Borno,Headphones,47.0,63936.43,3005012.21,2025-01-09,Retail
Matthew Moore,Osun,Charger,47.0,157889.24,7420794.279999999,2023-10-26,Retail
Parker Cain,Abuja,Laptop,47.0,57412.1,2698368.6999999997,2024-08-16,Retail
Laurie Hoffman,Osun,KEYBOARD,87.0,222571.82,19363748.34,2023-12-19,Retail
Bryan Gomez,Enugu,Laptop,4.0,224190.33,896761.32,2024-09-18,Wholesale
Nicole Parrish,Delta,Keyboard,47.0,226422.06,10641836.82,2024-03-19,Retail
Tracy Burke,Rivers,Phone,57.0,274375.17,15639384.69,2024-12-06,Direct
Kenneth Lewis,osun,Headphones,17.0,208840.07,3550281.19,2024-07-16,Direct
Courtney Rodriguez,Imo,Monitor,47.0,211278.69,9930098.43,2024-08-22,Retail
Holly Farmer,Niger,Headphones,47.0,119291.3,5606691.100000001,2024-04-28,Direct
Renee Bruce,Katsina,Laptop,47.0,72179.62,3392442.1399999997,2024-03-10,Wholesale
Sabrina Austin,Oyo,KEYBOARD,47.0,157889.24,7420794.279999999,2023-11-22,Direct
Allison Hickman,Delta,Tablet,47.0,96823.7,4550713.899999999,2024-07-02,Direct
Debra White,Kaduna,Charger,47.0,85276.23,4007982.8099999996,2025-06-18,Direct
Matthew Moore,Kaduna,Monitor,47.0,140142.01,6586674.470000001,2024-08-28,Online
Ellen Morgan,Niger,Laptop,98.0,194792.04,19089619.92,2024-04-01,Online
Sergio Knight,lagos,Charger,74.0,92872.47,6872562.78,2024-09-07,Direct
Charles Schultz,Kaduna,Monitor,47.0,108213.56,5086037.32,2024-04-11,Direct
Paul Lewis,Sokoto,Charger,47.0,264902.18,12450402.459999999,2024-12-16,Wholesale
Glen Wood,Niger,KEYBOARD,47.0,140068.22,6583206.34,2025-03-01,Wholesale
Paula Bradley,Delta,Phone,32.0,240943.58,7710194.56,2025-05-14,Direct
Anthony Moore,Anambra,Laptop,47.0,157889.24,7420794.279999999,2025-01-20,Direct
Megan Nelson,Kaduna,Camera,47.0,216862.87,10192554.89,2024-12-20,Wholesale
Karla Ramos,Rivers,Tablet,47.0,228607.88,10744570.36,2024-11-21,Direct
Paul Wilson,Benue,Camera,72.0,96409.87,6941510.64,2025-03-26,Online
Douglas Gregory,abuja,Laptop,47.0,61336.68,2882823.96,2024-12-30,Online
Mr. Andrew Foster,Cross River,Monitor,47.0,94220.14,4428346.58,2024-02-01,Direct
Matthew Moore,Delta,LAPTOP,47.0,14191.78,667013.66,2024-10-26,Wholesale
Aimee Turner,Enugu,Laptop,47.0,259293.41,12186790.27,2024-07-21,Online
Chad Scott,Ekiti,Keyboard,63.0,222505.09,14017820.67,2023-12-07,Direct
Adam Burgess,Osun,Headphones,16.0,5357.86,85725.76,2024-01-18,Direct
James Padilla,Borno,Tablet,47.0,157889.24,7420794.279999999,2024-02-12,Retail
Sandra Drake,Delta,Phone,47.0,166216.81,7812190.07,2024-09-16,Direct
Scott Williams,Delta,Phone,57.0,175417.55,9998800.35,2024-02-27,Retail
Thomas Atkins,lagos,Charger,47.0,216143.58,10158748.26,2024-01-01,Direct
Laura Mckinney,Enugu,PHONE,47.0,88910.09,4178774.23,2024-02-27,Wholesale
Brian Smith,Benue,Tablet,91.0,59259.44,5392609.04,2025-02-28,Wholesale
Robert Montgomery,Sokoto,Charger,47.0,69390.58,3261357.2600000002,2024-02-20,Wholesale
Tamara Davis,Anambra,Charger,47.0,171151.96,8044142.119999999,2025-01-08,Wholesale
Dana Chapman,Kano,Monitor,47.0,74096.14,3482518.58,2023-12-18,Direct
Matthew Moore,Anambra,Headphones,47.0,165417.44,7774619.68,2024-12-28,Direct
Jennifer Collins,Osun,Camera,82.0,157889.24,12946917.68,2025-01-08,Retail
Gary Jackson,Bauchi,Monitor,47.0,283067.63,13304178.61,2024-07-24,Direct
Ashley Hicks,benue,HEADPHONES,29.0,101600.5,2946414.5,2024-03-13,Direct
Hannah Luna,Imo,Headphones,26.0,229126.51,5957289.26,2024-07-17,Wholesale
Robin Young,Sokoto,Headphones,47.0,146842.02,6901574.9399999995,2024-04-06,Online
Craig Morrison,Lagos,Laptop,47.0,217205.6,10208663.200000001,2024-09-18,Online
Mary Thompson,Rivers,Monitor,47.0,222008.43,10434396.209999999,2025-07-05,Online
Kathleen Webster,Anambra,Camera,47.0,138518.29,6510359.630000001,2025-07-05,Direct
Joann Glass,Kaduna,Keyboard,71.0,219965.28,15617534.88,2025-03-19,Online
Madison Weber,Plateau,Headphones,79.0,105976.76,8372164.04,2025-01-21,Online
Lori Hernandez,Anambra,CAMERA,47.0,157889.24,7420794.279999999,2024-02-08,Retail
Jeremy Turner,abuja,Keyboard,47.0,42417.58,1993626.26,2024-02-19,Direct
Matthew Moore,Rivers,Tablet,47.0,164190.63,7716959.61,2023-10-13,Direct
Anthony Romero,Katsina,Keyboard,47.0,55622.31,2614248.57,2024-09-28,Online
Jesse Brown,Niger,Tablet,47.0,266864.68,12542639.959999999,2024-12-17,Direct
Angela Lin,Osun,Phone,74.0,297101.9,21985540.6,2024-09-04,Retail
Lisa Hunter,Sokoto,Keyboard,47.0,287192.45,13498045.15,2024-04-30,Retail
Julian Conner,Niger,Tablet,83.0,157421.35,13065972.05,2025-06-05,Wholesale
Joanna Pacheco,Katsina,HEADPHONES,47.0,251801.01,11834647.47,2024-05-12,Retail
Erica Alvarez,Bauchi,Laptop,47.0,22761.96,1069812.1199999999,2025-04-06,Wholesale
Antonio Garcia,rivers,Keyboard,45.0,157889.24,7105015.8,2024-04-04,Online
Gwendolyn Klein,Benue,Charger,47.0,245489.78,11538019.66,2025-03-02,Wholesale
Carrie Wright,Plateau,Tablet,47.0,15030.06,706412.82,2025-03-26,Wholesale
Jeffrey Mills,Enugu,Monitor,24.0,2411.96,57887.04,2023-11-01,Online
Jake Campbell,Anambra,Tablet,47.0,41678.71,1958899.3699999999,2024-02-21,Wholesale
Matthew Moore,Abuja,Keyboard,8.0,189395.14,1515161.12,2023-08-12,Retail
George Harper,Niger,TABLET,67.0,20856.4,1397378.8,2024-02-19,Online
Maria Jones,Lagos,Camera,39.0,45733.38,1783601.8199999998,2025-01-15,Direct
Michael Mitchell,Bauchi,Monitor,47.0,66006.54,3102307.38,2023-09-10,Wholesale
Mary Escobar,imo,Keyboard,91.0,137074.89,12473814.990000002,2024-04-05,Retail
Felicia Aguilar,Enugu,Laptop,47.0,157889.24,7420794.279999999,2025-06-27,Direct
Gregory Ponce,Osun,Camera,37.0,18604.81,688377.9700000001,2024-06-18,Online
Jenna Larson,Niger,Monitor,33.0,191499.71,6319490.43,2024-12-01,Online
Emily Bennett,Kano,Charger,47.0,280204.16,13169595.52,2024-01-26,Online
Robin Santiago,Sokoto,TABLET,36.0,273869.06,9859286.16,2025-02-10,Retail
Nancy Jennings,Katsina,Tablet,47.0,197955.66,9303916.02,2024-07-17,Direct
Maria Henderson,Sokoto,Phone,47.0,5211.66,244948.02,2023-12-24,Online
Jack White,Rivers,Monitor,47.0,159897.64,7515189.080000001,2023-12-14,Retail
Matthew Moore,borno,Tablet,83.0,123695.88,10266758.040000001,2025-04-14,Direct
Travis Tucker,Bauchi,Phone,47.0,5509.48,258945.55999999997,2024-09-01,Retail
Chad Jones,Borno,Phone,20.0,157889.24,3157784.8,2024-02-06,Direct
Ashley Wise,Niger,Keyboard,47.0,216796.72,10189445.84,2025-07-04,Direct
Sophia Johnson,Sokoto,TABLET,47.0,160953.56,7564817.32,2024-09-19,Online
Ralph Anderson,Benue,Camera,47.0,86363.22,4059071.34,2025-01-01,Online
Christopher Guerra,Borno,Charger,6.0,150913.7,905482.2000000001,2024-02-06,Wholesale
Rhonda Martin,Imo,Camera,11.0,209508.79,2304596.69,2023-10-25,Online
Jason Rhodes,Oyo,Camera,47.0,129456.68,6084463.96,2023-10-03,Direct
Jeremy Mitchell,enugu,Tablet,47.0,281943.72,13251354.839999998,2024-10-31,Retail
Joann Ferguson,Niger,Headphones,47.0,54190.42,2546949.7399999998,2025-02-05,Direct
Robert Harrison,Benue,Laptop,47.0,275455.63,12946414.61,2024-10-08,Online
Holly Valentine,Kaduna,PHONE,82.0,157889.24,12946917.68,2024-01-12,Retail
Matthew Moore,Katsina,Tablet,47.0,157553.43,7405011.21,2024-01-15,Direct
Mrs. Diane Reyes,Plateau,Keyboard,47.0,72670.17,3415497.9899999998,2023-08-19,Online
Tracy Montoya,Borno,Phone,47.0,186124.36,8747844.92,2024-12-12,Online
Brenda Wright,Benue,Charger,62.0,76099.25,4718153.5,2025-06-13,Online
Shelly Spencer,Imo,Headphones,47.0,106655.11,5012790.17,2024-08-26,Wholesale
Ryan Rosales,lagos,Laptop,47.0,238583.43,11213421.209999999,2024-01-02,Wholesale
Phillip Nelson,Borno,Tablet,47.0,24166.26,1135814.22,2024-11-17,Wholesale
Brittany Kim,Borno,CHARGER,8.0,287809.69,2302477.52,2024-01-07,Retail
Courtney Hayes,Enugu,Monitor,47.0,137969.82,6484581.54,2023-08-20,Direct
Alexander Brown,Niger,Headphones,47.0,157889.24,7420794.279999999,2023-09-26,Retail
Cynthia Vang,Plateau,Camera,47.0,73340.76,3447015.7199999997,2024-05-27,Retail
Alfred Galvan,Katsina,Headphones,78.0,209322.28,16327137.84,2024-03-23,Online
Marie Moody,Sokoto,Charger,47.0,90342.4,4246092.8,2025-01-18,Direct
Matthew Moore,Ekiti,Tablet,47.0,248504.59,11679715.73,2024-07-11,Direct
Dustin Gallegos,ekiti,Headphones,47.0,24644.77,1158304.19,2023-09-27,Online
Brenda Thornton,Ekiti,TABLET,47.0,297506.57,13982808.790000001,2024-12-21,Direct
Aaron Miller,Enugu,Keyboard,47.0,195143.39,9171739.33,2025-02-28,Retail
Ruben Dunn,Bauchi,Tablet,47.0,9989.51,469506.97000000003,2023-10-25,Direct
Kelsey Rodriguez,Cross River,Charger,47.0,121880.85,5728399.95,2023-07-15,Wholesale
Eric Williams,Kaduna,Laptop,47.0,157889.24,7420794.279999999,2024-09-10,Retail
Riley Bryant,Kano,Keyboard,58.0,113462.29,6580812.819999999,2025-07-01,Retail
Taylor Carlson,Borno,Laptop,19.0,143063.53,2718207.07,2023-11-10,Direct
Jose Allen,Bauchi,Headphones,47.0,191206.05,8986684.35,2024-05-22,Direct
Jeffrey Mendez,katsina,CAMERA,47.0,211002.12,9917099.64,2024-11-29,Direct
Jason Beck,Sokoto,Monitor,54.0,25264.49,1364282.4600000002,2025-07-06,Retail
William Jones,Kano,Charger,47.0,253676.27,11922784.69,2025-05-25,Online
Matthew Moore,Delta,Laptop,47.0,193649.72,9101536.84,2025-05-23,Online
Katie Mcneil,Borno,Monitor,41.0,99715.55,4088337.5500000003,2024-07-14,Retail
Jeanette Harrison,Delta,Phone,98.0,293210.1,28734589.799999997,2024-07-15,Online
Veronica King,Enugu,Tablet,47.0,157889.24,7420794.279999999,2024-11-27,Direct
Richard Cooper,Oyo,Laptop,47.0,292165.0,13731755.0,2023-12-12,Direct
Lori Ingram,Lagos,KEYBOARD,47.0,268489.97,12619028.589999998,2025-02-17,Wholesale
Evelyn Williams,abuja,Charger,3.0,275786.09,827358.27,2024-02-19,Direct
Robin Thompson,Delta,Tablet,47.0,69315.07,3257808.2900000005,2024-03-16,Wholesale
Julie Dominguez,Cross River,Monitor,59.0,270431.25,15955443.75,2024-02-17,Retail
Robin Brown,Katsina,Charger,47.0,207840.17,9768487.99,2024-11-23,Retail
Judith Carter,Kano,Laptop,46.0,170251.85,7831585.100000001,2023-08-25,Wholesale
Curtis Williams,Ekiti,Camera,47.0,81692.97,3839569.59,2025-06-15,Online
Kaylee Hays,Niger,Keyboard,47.0,277285.7,13032427.9,2025-02-27,Retail
Matthew Moore,Plateau,PHONE,47.0,157889.24,7420794.279999999,2023-09-18,Direct
Dawn Mullins,Enugu,Charger,47.0,205486.41,9657861.27,2024-11-28,Direct
Howard Norman,benue,Camera,69.0,84471.72,5828548.68,2024-09-28,Direct
Evelyn Martinez,Cross River,Laptop,47.0,163137.69,7667471.43,2024-01-07,Direct
Steve Paul,Benue,Keyboard,47.0,197603.72,9287374.84,2024-08-29,Wholesale
Jasmine Beltran,Delta,Tablet,47.0,54216.67,2548183.4899999998,2025-02-03,Online
Jonathan Glass MD,Oyo,Monitor,47.0,255203.07,11994544.290000001,2025-01-22,Wholesale
Monica Miller,Lagos,Laptop,47.0,5189.6,243911.2,2025-05-01,Retail
Samantha Gardner,Rivers,HEADPHONES,52.0,62543.86,3252280.72,2025-07-07,Direct
Bobby Guerrero,Niger,Phone,47.0,43685.37,2053212.3900000001,2023-08-08,Direct
Lance Simmons,Delta,Phone,47.0,157889.24,7420794.279999999,2025-06-19,Direct
Heather Williams,kaduna,Tablet,47.0,246296.88,11575953.36,2025-06-25,Retail
Heather Bolton,Bauchi,Keyboard,47.0,246360.27,11578932.69,2023-11-23,Direct
Matthew Moore,Ekiti,Laptop,47.0,278698.04,13098807.879999999,2024-05-30,Wholesale
William Gould,Abuja,Laptop,47.0,90133.43,4236271.21,2025-05-26,Online
Mark Cox,Imo,Camera,47.0,169405.48,7962057.5600000005,2025-04-21,Retail
Meghan Cisneros,Delta,HEADPHONES,47.0,170225.43,8000595.21,2023-11-24,Direct
Lawrence Harrington,Rivers,Monitor,16.0,254908.01,4078528.16,2025-07-05,Direct
Austin Osborne,Ekiti,Keyboard,47.0,203271.97,9553782.59,2025-06-24,Online
James Bradley,Oyo,Charger,47.0,162398.45,7632727.15,2023-08-08,Retail
Meghan Rush,ekiti,Monitor,47.0,157889.24,7420794.279999999,2025-04-20,Direct
Phillip Berry,Bauchi,Headphones,97.0,115461.94,11199808.18,2024-05-14,Direct
Jennifer Banks,Imo,Monitor,47.0,222053.68,10436522.959999999,2025-03-14,Online
Brian Fitzgerald,Katsina,Laptop,47.0,237254.18,11150946.459999999,2024-07-29,Direct
Mr. Justin Green III,Sokoto,KEYBOARD,65.0,206948.51,13451653.15,2023-12-02,Online
Zachary Mitchell,Ekiti,Monitor,6.0,23989.09,143934.54,2025-07-07,Wholesale
Matthew Moore,Katsina,Tablet,47.0,223764.24,10516919.28,2025-02-11,Wholesale
Katherine Martinez,Bauchi,Phone,47.0,104084.92,4891991.24,2025-05-18,Retail
Jodi Roach,Niger,Charger,47.0,29756.89,1398573.83,2025-06-29,Direct
Brandon Fleming,imo,Camera,47.0,70027.13,3291275.1100000003,2024-02-20,Direct
